title_id,raw_job_name,normalized_job_name,standard_job_name,is_same_standard_job,confidence,merge_reason,occurrence_count,job_family,cluster_size
45336746977db74907a4dfb0,APP推广,app推广,app推广,False,0.8,self_standardized,9,其他,1
3d00884f682b65a7babdb269,BD经理,bd经理,bd经理,False,0.8,self_standardized,42,其他,1
915d356c4d213cec76d72f1c,C/C++,cc++,cc++,False,0.8,self_standardized,238,其他,1
d52387880e1ea22817a72d37,Java,java,java,False,0.8,self_standardized,265,Java开发,1
9f5947c7a07d782422ab3d0c,产品专员/助理,产品专员助理,产品专员助理,False,0.8,self_standardized,11,产品,1
aca446cd16fece9b46a6b95b,储备经理人,储备经理人,储备经理人,False,0.8,self_standardized,3,其他,1
8d8c65e04f25c1f869a1dfd5,内容审核,内容审核,内容审核,False,0.8,self_standardized,22,其他,1
0ffed74bc27ec71c5063acb6,前端开发,前端开发工程师,前端开发工程师,False,0.8,self_standardized,230,前端开发,1
7f69d84724c9c61473db41c9,咨询顾问,咨询顾问,咨询顾问,False,0.8,self_standardized,11,其他,1
8fd2e93c20a6cb9c8c7e2e88,售后客服,售后客服,售后客服,False,0.8,self_standardized,10,其他,1
2899702b726f1bbc17f3ec29,商务专员,商务专员,商务专员,False,0.8,self_standardized,26,其他,1
e7bf21c3293048cbdb41885a,培训师,培训师,培训师,False,0.8,self_standardized,7,其他,1
05360c01c2884c0f3bb34d0c,大客户代表,大客户代表,大客户代表,False,0.8,self_standardized,35,其他,1
e8cf9de217124223586a71cf,实施工程师,实施工程师师,实施工程师师,False,0.8,self_standardized,234,实施交付,1
e0b7fbae4b6d484edf8ef700,广告销售,广告销售,广告销售,False,0.8,self_standardized,10,销售,1
cfce5a26d8af93216bfe173f,律师,律师,律师,False,0.8,self_standardized,3,其他,1
026f1ca8b5d14b87f6ac6265,律师助理,律师助理,律师助理,False,0.8,self_standardized,2,其他,1
9a97a1541763570eade73946,总助/CEO助理/董事长助理,总助ceo助理董事长助理,总助ceo助理董事长助理,False,0.8,self_standardized,8,其他,1
eae351a44fc68f1833fa7fad,技术支持工程师,技术支持工程师师,技术支持工程师师,False,0.8,self_standardized,245,技术支持,1
b66d87466766625d3267fe56,招聘专员/助理,招聘专员助理,招聘专员助理,False,0.8,self_standardized,22,其他,1
d751bc4305e88659dc4aba03,日语翻译,日语翻译,日语翻译,False,0.8,self_standardized,25,其他,1
b0236788176e25e8c55a5cf8,档案管理,档案管理,档案管理,False,0.8,self_standardized,31,其他,1
ac3e7221475ff48053a6f26b,法务专员/助理,法务专员助理,法务专员助理,False,0.8,self_standardized,12,其他,1
3c4f968cb95317e08726e976,测试工程师,测试工程师,测试工程师,False,0.8,self_standardized,338,测试,1
2eb49af2b11d1f422ece4365,游戏运营,游戏运营,游戏运营,False,0.8,self_standardized,21,其他,1
aabdf996c696374de7f50c3d,猎头顾问,猎头顾问,猎头顾问,False,0.8,self_standardized,8,其他,1
fa668a72b1ae10cd9ecab316,电话客服,电话客服,电话客服,False,0.8,self_standardized,12,其他,1
cd2fec21f8eb737001f98b28,电话销售,电话销售,电话销售,False,0.8,self_standardized,18,销售,1
581ab69aa1b08eca2e2c35c7,知识产权/专利代理,知识产权专利代理,知识产权专利代理,False,0.8,self_standardized,7,其他,1
f76ae5ed9254dcc0f62f4ee2,硬件测试,硬件测试,硬件测试,False,0.8,self_standardized,92,测试,1
16ad867ce3876074199ff0d6,社区运营,社区运营,社区运营,False,0.8,self_standardized,3,其他,1
c022617a8d3fb9ea726ac5d5,科研人员,科研人员,科研人员,False,0.8,self_standardized,93,其他,1
930f600f6e1a6f9e5f21abfe,管培生/储备干部,管培生储备干部,管培生储备干部,True,0.8,岗位名称包含关系且属于同一岗位家族，描述均涉及应届生培养和基层锻炼,15,其他,2
03e5f6eca9c9aa3c00d83b66,储备干部,储备干部,管培生储备干部,True,0.8,岗位名称包含关系且属于同一岗位家族，描述均涉及应届生培养和基层锻炼,7,其他,2
b3b8330c883382e2e26de035,统计员,统计员,统计员,False,0.8,self_standardized,11,其他,1
04aea8834ee4f6d887e9cc03,网络客服,网络客服,网络客服,False,0.8,self_standardized,12,其他,1
0958f7936b5606958eb3075a,网络销售,网络销售,网络销售,False,0.8,self_standardized,1,销售,1
13b4e06b73fe2f6de0757297,英语翻译,英语翻译,英语翻译,False,0.8,self_standardized,11,其他,1
a3c4c06d0aa660fb2509af38,质检员,质检员,质检员,False,0.8,self_standardized,4,其他,1
ba7fdcf9d16bbcddc887d3d3,质量管理/测试,质量管理测试,质量管理测试,False,0.8,self_standardized,9,测试,1
3a5fa7768ca17150425905d1,资料管理,资料管理,资料管理,False,0.8,self_standardized,33,其他,1
99a272194eb867ea363eec81,软件测试,软件测试,软件测试,False,0.8,self_standardized,342,测试,1
116f81ed9dc0af92c0655c74,运营助理/专员,运营助理专员,运营助理专员,False,0.8,self_standardized,18,其他,1
864675fae7fe40e44247b8de,销售助理,销售助理,销售助理,False,0.8,self_standardized,5,销售,1
a30ef424ca18342c32d32e0e,销售工程师,销售工程师,销售工程师,False,0.8,self_standardized,5,销售,1
830cb212a6df619fab365f1a,销售运营,销售运营,销售运营,False,0.8,self_standardized,1,销售,1
a76b5c8d4ebfb0f099c4f085,项目专员/助理,项目专员助理,项目专员助理,False,0.8,self_standardized,32,其他,1
eb3dbea0981af154f699edcb,项目招投标,项目招投标,项目招投标,False,0.8,self_standardized,14,其他,1
bb5bf25c9aaed5d6b0e61008,项目经理/主管,项目经理主管,项目经理主管,False,0.8,self_standardized,18,其他,1
0f21fcc344e370fecc0242ac,风电工程师,风电工程师,风电工程师,False,0.8,self_standardized,7,其他,1
