:START_ID(Job-ID),:END_ID(Skill-ID),:TYPE
job_4c14765528b76b65,skill_7bb2db306c50f716,REQUIRES_SKILL
job_4c14765528b76b65,skill_3cab68956fa7c812,REQUIRES_SKILL
job_4c14765528b76b65,skill_81c3b080dad537de,REQUIRES_SKILL
job_4c14765528b76b65,skill_a189c633d9995e11,REQUIRES_SKILL
job_4c14765528b76b65,skill_8081d2952393f402,REQUIRES_SKILL
job_4c14765528b76b65,skill_282701f07c485eaf,REQUIRES_SKILL
job_4c14765528b76b65,skill_32195d30766280e6,REQUIRES_SKILL
job_4c14765528b76b65,skill_cfc089f7d2c4bd1d,REQUIRES_SKILL
job_4c14765528b76b65,skill_96c069fbfec92380,REQUIRES_SKILL
job_4c14765528b76b65,skill_759fc99ad77012f6,REQUIRES_SKILL
job_4c14765528b76b65,skill_ab87c86ea684d388,REQUIRES_SKILL
job_4c14765528b76b65,skill_99a272194eb867ea,REQUIRES_SKILL
job_4c14765528b76b65,skill_1071535288d6c695,REQUIRES_SKILL
job_4c14765528b76b65,skill_8e8f905ba1cffc06,REQUIRES_SKILL
job_93f725a07423fe1c,skill_e84e30b9390cdb64,REQUIRES_SKILL
job_93f725a07423fe1c,skill_45f84a419234f7c8,REQUIRES_SKILL
job_93f725a07423fe1c,skill_0d61f8370cad1d41,REQUIRES_SKILL
job_93f725a07423fe1c,skill_d7efa19fbe7d3972,REQUIRES_SKILL
job_93f725a07423fe1c,skill_d2c8954bc927ff2f,REQUIRES_SKILL
job_93f725a07423fe1c,skill_14eb4c2a0f08e150,REQUIRES_SKILL
job_93f725a07423fe1c,skill_4e7fedd1459993b0,REQUIRES_SKILL
job_93f725a07423fe1c,skill_4d1a70d3cfced2e9,REQUIRES_SKILL
job_93f725a07423fe1c,skill_ba3f2adea47b86b0,REQUIRES_SKILL
job_93f725a07423fe1c,skill_d50ce9e51d0152fc,REQUIRES_SKILL
job_93f725a07423fe1c,skill_d52387880e1ea228,REQUIRES_SKILL
job_93f725a07423fe1c,skill_246a23d0d14d63aa,REQUIRES_SKILL
job_93f725a07423fe1c,skill_62a004b95946bb97,REQUIRES_SKILL
job_93f725a07423fe1c,skill_bd5c8a1afe53c8ba,REQUIRES_SKILL
job_93f725a07423fe1c,skill_d5980cdc9c5af6e3,REQUIRES_SKILL
job_93f725a07423fe1c,skill_600cf223eb4aae2a,REQUIRES_SKILL
job_93f725a07423fe1c,skill_7aba5a309a02e569,REQUIRES_SKILL
job_93f725a07423fe1c,skill_bdce3727c54e433d,REQUIRES_SKILL
job_93f725a07423fe1c,skill_ae8fb49ca33022b2,REQUIRES_SKILL
job_93f725a07423fe1c,skill_db06c78d1e24cf70,REQUIRES_SKILL
job_99a272194eb867ea,skill_9c50fd4d4c93b24e,REQUIRES_SKILL
job_99a272194eb867ea,skill_46b48eda23b88640,REQUIRES_SKILL
job_99a272194eb867ea,skill_62a004b95946bb97,REQUIRES_SKILL
job_99a272194eb867ea,skill_6f061e1cad5e2783,REQUIRES_SKILL
job_99a272194eb867ea,skill_c49dfb55f06bb406,REQUIRES_SKILL
job_99a272194eb867ea,skill_9edfb6c1f33a21e9,REQUIRES_SKILL
job_99a272194eb867ea,skill_010b39bfdfb1771e,REQUIRES_SKILL
job_99a272194eb867ea,skill_e85686edeaa97da8,REQUIRES_SKILL
job_99a272194eb867ea,skill_9e3051e65c6a297e,REQUIRES_SKILL
job_99a272194eb867ea,skill_4c255a22070f156f,REQUIRES_SKILL
job_99a272194eb867ea,skill_c5b56c2dbf486e31,REQUIRES_SKILL
job_99a272194eb867ea,skill_9d6391ba9afad74f,REQUIRES_SKILL
job_4142cecaac11f927,skill_e9f7ff5dd9c985d1,REQUIRES_SKILL
job_4142cecaac11f927,skill_1ed1a2ba3069ae0d,REQUIRES_SKILL
job_4142cecaac11f927,skill_3940e082044f2b86,REQUIRES_SKILL
job_4142cecaac11f927,skill_b9811d421e307af1,REQUIRES_SKILL
job_4142cecaac11f927,skill_d3dbd05adee924dd,REQUIRES_SKILL
job_4142cecaac11f927,skill_d2883f674a6c6464,REQUIRES_SKILL
job_4142cecaac11f927,skill_dad8aea283485dbb,REQUIRES_SKILL
job_4142cecaac11f927,skill_454cf5432323b5cb,REQUIRES_SKILL
job_4142cecaac11f927,skill_74ad99c9ac5ce647,REQUIRES_SKILL
job_4142cecaac11f927,skill_b98e9bcc73f9d68d,REQUIRES_SKILL
job_4142cecaac11f927,skill_b07d3c747f59e3a3,REQUIRES_SKILL
job_4142cecaac11f927,skill_ba9fbebea751d157,REQUIRES_SKILL
job_4142cecaac11f927,skill_f4f8f6c4200b64cd,REQUIRES_SKILL
job_4142cecaac11f927,skill_9f414dd514b58577,REQUIRES_SKILL
job_4142cecaac11f927,skill_32f7800ab59f83ed,REQUIRES_SKILL
job_f76ae5ed9254dcc0,skill_faa054b20844b199,REQUIRES_SKILL
job_f76ae5ed9254dcc0,skill_490ba973709f581b,REQUIRES_SKILL
job_f76ae5ed9254dcc0,skill_8a59586a3be72b36,REQUIRES_SKILL
job_f76ae5ed9254dcc0,skill_878578b0eea31695,REQUIRES_SKILL
job_3c4f968cb95317e0,skill_8614e07de474f2f0,REQUIRES_SKILL
job_3c4f968cb95317e0,skill_4e939dbec7e38dba,REQUIRES_SKILL
job_3c4f968cb95317e0,skill_04a99fc805cafcd3,REQUIRES_SKILL
job_3c4f968cb95317e0,skill_2cd5a039ccd2f519,REQUIRES_SKILL
job_3c4f968cb95317e0,skill_6fa8bb82858555fb,REQUIRES_SKILL
job_3c4f968cb95317e0,skill_9f45b409a0873e65,REQUIRES_SKILL
job_3c4f968cb95317e0,skill_69aec1ffb2555141,REQUIRES_SKILL
job_3c4f968cb95317e0,skill_4c255a22070f156f,REQUIRES_SKILL
job_3c4f968cb95317e0,skill_871c6b394c31e6d9,REQUIRES_SKILL
job_3c4f968cb95317e0,skill_b8af88db0f532cd5,REQUIRES_SKILL
job_3c4f968cb95317e0,skill_2fc80344328def7c,REQUIRES_SKILL
job_3c4f968cb95317e0,skill_95b54af3b70bc833,REQUIRES_SKILL
job_3c4f968cb95317e0,skill_bb8d9f45f459d5e4,REQUIRES_SKILL
job_cf31214be2321080,skill_20b1658981a4f595,REQUIRES_SKILL
job_cf31214be2321080,skill_292f63cd12871b56,REQUIRES_SKILL
job_cf31214be2321080,skill_0f3cc3548735b1bc,REQUIRES_SKILL
job_cf31214be2321080,skill_49e35dcc114906a3,REQUIRES_SKILL
job_cf31214be2321080,skill_28088e9f7c82bbbc,REQUIRES_SKILL
job_cf31214be2321080,skill_21f4daf2e06e6213,REQUIRES_SKILL
job_cf31214be2321080,skill_655d4ce7ff9e5395,REQUIRES_SKILL
job_cf31214be2321080,skill_6a7db8bd05c3fb51,REQUIRES_SKILL
job_c022617a8d3fb9ea,skill_da08da1eec28c6af,REQUIRES_SKILL
job_c022617a8d3fb9ea,skill_b720c0fd19b932d9,REQUIRES_SKILL
job_c022617a8d3fb9ea,skill_d1a12912934f3987,REQUIRES_SKILL
job_c022617a8d3fb9ea,skill_f3470a1a6f84f37d,REQUIRES_SKILL
job_c022617a8d3fb9ea,skill_28005c8a665a486f,REQUIRES_SKILL
job_c022617a8d3fb9ea,skill_f20be8a6ede11e7e,REQUIRES_SKILL
job_c022617a8d3fb9ea,skill_c244824295b707a2,REQUIRES_SKILL
job_c022617a8d3fb9ea,skill_ca0deed956a0609b,REQUIRES_SKILL
job_b0236788176e25e8,skill_850ede946229ee4a,REQUIRES_SKILL
job_b0236788176e25e8,skill_f9254ae05cb10ead,REQUIRES_SKILL
job_b0236788176e25e8,skill_474da1b5cc0c4be1,REQUIRES_SKILL
job_b0236788176e25e8,skill_63c3e8210ebc47d2,REQUIRES_SKILL
job_b0236788176e25e8,skill_f42d0d319441b4a5,REQUIRES_SKILL
job_b0236788176e25e8,skill_8a2b56e293ee788f,REQUIRES_SKILL
job_13b4e06b73fe2f6d,skill_688289327ee05bfb,REQUIRES_SKILL
job_13b4e06b73fe2f6d,skill_e605ad51d41e9b03,REQUIRES_SKILL
job_13b4e06b73fe2f6d,skill_eef4d5614b86df9d,REQUIRES_SKILL
job_13b4e06b73fe2f6d,skill_002c82af39c4591f,REQUIRES_SKILL
job_13b4e06b73fe2f6d,skill_0f851ae8131e5b72,REQUIRES_SKILL
job_13b4e06b73fe2f6d,skill_0eefc45aa6ce21b6,REQUIRES_SKILL
job_13b4e06b73fe2f6d,skill_58674001865fe31f,REQUIRES_SKILL
job_eb3dbea0981af154,skill_9581ea230d7aaeae,REQUIRES_SKILL
job_eb3dbea0981af154,skill_d3827e3e4af2c26b,REQUIRES_SKILL
job_eb3dbea0981af154,skill_1279ce8e1b3485c3,REQUIRES_SKILL
job_eb3dbea0981af154,skill_b3e7689e90598c7b,REQUIRES_SKILL
job_eb3dbea0981af154,skill_86c56edb9994e0da,REQUIRES_SKILL
job_fa668a72b1ae10cd,skill_07435bf6d119dd46,REQUIRES_SKILL
job_fa668a72b1ae10cd,skill_3212f3f2349fd5ee,REQUIRES_SKILL
job_fa668a72b1ae10cd,skill_470e97d9c8880528,REQUIRES_SKILL
job_fa668a72b1ae10cd,skill_377bda165d285db6,REQUIRES_SKILL
job_fa668a72b1ae10cd,skill_d54fa44da8c64a62,REQUIRES_SKILL
job_fa668a72b1ae10cd,skill_b9fcf2b9c5641f58,REQUIRES_SKILL
job_fa668a72b1ae10cd,skill_6e32b3c9ee00e44e,REQUIRES_SKILL
job_fa668a72b1ae10cd,skill_e4d9438e4c056d8b,REQUIRES_SKILL
job_fa668a72b1ae10cd,skill_380a58ee47dc8c92,REQUIRES_SKILL
job_fa668a72b1ae10cd,skill_152ec07d3af4242f,REQUIRES_SKILL
job_b3b8330c883382e2,skill_9bea1f5fd47491f5,REQUIRES_SKILL
job_b3b8330c883382e2,skill_1896ae3d73ff1ade,REQUIRES_SKILL
job_b3b8330c883382e2,skill_5a632ccb8dc30036,REQUIRES_SKILL
job_b3b8330c883382e2,skill_d73e80456331ed9c,REQUIRES_SKILL
job_b3b8330c883382e2,skill_be835bef1c0e8e1c,REQUIRES_SKILL
job_b3b8330c883382e2,skill_0b02f76f6516dcb0,REQUIRES_SKILL
job_aca446cd16fece9b,skill_db4e61aa1d4a1802,REQUIRES_SKILL
job_aca446cd16fece9b,skill_c0116a299c38dd66,REQUIRES_SKILL
job_aca446cd16fece9b,skill_86bb803eb6196783,REQUIRES_SKILL
job_aca446cd16fece9b,skill_c04d8dc94de507b3,REQUIRES_SKILL
job_aca446cd16fece9b,skill_1fb5384197d2cd2b,REQUIRES_SKILL
job_aca446cd16fece9b,skill_9c1b0c717e9b70bb,REQUIRES_SKILL
job_aca446cd16fece9b,skill_bec1a4607bf122dc,REQUIRES_SKILL
job_aca446cd16fece9b,skill_45990392752cbeb9,REQUIRES_SKILL
job_04aea8834ee4f6d8,skill_182361c3505f9aa0,REQUIRES_SKILL
job_04aea8834ee4f6d8,skill_329171e2d912032a,REQUIRES_SKILL
job_04aea8834ee4f6d8,skill_65a075a1a33b2bea,REQUIRES_SKILL
job_1345f77a5e9f3679,skill_ceae1cbc2ea900e8,REQUIRES_SKILL
job_1345f77a5e9f3679,skill_97d4b23cd75926fc,REQUIRES_SKILL
job_1345f77a5e9f3679,skill_7aaab18c6b50df9e,REQUIRES_SKILL
job_1345f77a5e9f3679,skill_d4cc146aa5adeb71,REQUIRES_SKILL
job_1345f77a5e9f3679,skill_13966560416c488e,REQUIRES_SKILL
job_1345f77a5e9f3679,skill_f0ee14be8daff1e8,REQUIRES_SKILL
job_1345f77a5e9f3679,skill_96024a9c1dfe40b5,REQUIRES_SKILL
job_1345f77a5e9f3679,skill_195af93fcc871b8b,REQUIRES_SKILL
job_aabdf996c696374d,skill_926b6b3c56f3eec3,REQUIRES_SKILL
job_aabdf996c696374d,skill_d7fcb23a19e35ed4,REQUIRES_SKILL
job_aabdf996c696374d,skill_162463bb615fbcf3,REQUIRES_SKILL
job_aabdf996c696374d,skill_6a26afa74c502ea6,REQUIRES_SKILL
job_aabdf996c696374d,skill_ceae1cbc2ea900e8,REQUIRES_SKILL
job_aabdf996c696374d,skill_de2299e31c5d6941,REQUIRES_SKILL
job_aabdf996c696374d,skill_acf622e266433d4e,REQUIRES_SKILL
job_aabdf996c696374d,skill_166e04d186a55718,REQUIRES_SKILL
job_aabdf996c696374d,skill_1878b7da829f09e2,REQUIRES_SKILL
job_aabdf996c696374d,skill_ca918be510471cf4,REQUIRES_SKILL
job_aabdf996c696374d,skill_10954825cf7b56ad,REQUIRES_SKILL
job_aabdf996c696374d,skill_5446aa223574b90b,REQUIRES_SKILL
job_bdcfba1bbf410d2e,skill_792ab918704ae5d2,REQUIRES_SKILL
job_bdcfba1bbf410d2e,skill_cdc26b243182ea64,REQUIRES_SKILL
job_bdcfba1bbf410d2e,skill_ffcce57369a0a316,REQUIRES_SKILL
job_bdcfba1bbf410d2e,skill_d3827e3e4af2c26b,REQUIRES_SKILL
job_bdcfba1bbf410d2e,skill_76d25c5f859c4dae,REQUIRES_SKILL
job_bdcfba1bbf410d2e,skill_6054c81de84818a2,REQUIRES_SKILL
job_bdcfba1bbf410d2e,skill_81192e1651c5b9ae,REQUIRES_SKILL
job_bdcfba1bbf410d2e,skill_d913ad1a4d953b78,REQUIRES_SKILL
job_16ad867ce3876074,skill_03141fc2a32aaa9c,REQUIRES_SKILL
job_16ad867ce3876074,skill_bcb7fedd9d2bc032,REQUIRES_SKILL
job_16ad867ce3876074,skill_deb8c271e9f46eea,REQUIRES_SKILL
job_16ad867ce3876074,skill_26e8fc7ab461792d,REQUIRES_SKILL
job_8d8c65e04f25c1f8,skill_8d8c65e04f25c1f8,REQUIRES_SKILL
job_8d8c65e04f25c1f8,skill_b6eb61404a2e4b6a,REQUIRES_SKILL
job_8d8c65e04f25c1f8,skill_5112c6f0c6d37bdc,REQUIRES_SKILL
job_8d8c65e04f25c1f8,skill_ac0d14b29227881a,REQUIRES_SKILL
job_190a13c69bcd01e8,skill_bc134e0cfb03e203,REQUIRES_SKILL
job_190a13c69bcd01e8,skill_fa774b153829fe39,REQUIRES_SKILL
job_190a13c69bcd01e8,skill_92824b76f2f1fa34,REQUIRES_SKILL
job_190a13c69bcd01e8,skill_8533821dd6251280,REQUIRES_SKILL
job_190a13c69bcd01e8,skill_fe1f5ed740dc00fc,REQUIRES_SKILL
job_190a13c69bcd01e8,skill_59b2c23d6329548b,REQUIRES_SKILL
job_190a13c69bcd01e8,skill_6077a7d96628049a,REQUIRES_SKILL
job_45c0014d002b2441,skill_0a40e3c91a3a55c9,REQUIRES_SKILL
job_45c0014d002b2441,skill_d3d4c5deb455ac79,REQUIRES_SKILL
job_45c0014d002b2441,skill_6f9ca2244df5a331,REQUIRES_SKILL
job_45c0014d002b2441,skill_c7bfec6cc192059c,REQUIRES_SKILL
job_45c0014d002b2441,skill_c4cd0a00592acfbc,REQUIRES_SKILL
job_45c0014d002b2441,skill_6450d84327e5a11b,REQUIRES_SKILL
job_45c0014d002b2441,skill_bee8bf0c1e7b82f7,REQUIRES_SKILL
job_45c0014d002b2441,skill_2afba1f8cb3fe885,REQUIRES_SKILL
job_45c0014d002b2441,skill_04b3e46bd8165c41,REQUIRES_SKILL
job_e7bf21c3293048cb,skill_3b71fdea020c375b,REQUIRES_SKILL
job_e7bf21c3293048cb,skill_57f4b4aee652ee11,REQUIRES_SKILL
job_e7bf21c3293048cb,skill_978153e0484f85f3,REQUIRES_SKILL
job_e7bf21c3293048cb,skill_9f1067c5076be966,REQUIRES_SKILL
job_e7bf21c3293048cb,skill_42a305a9753b22ca,REQUIRES_SKILL
job_e7bf21c3293048cb,skill_4d54c97733c208ab,REQUIRES_SKILL
job_e7bf21c3293048cb,skill_6a44cd64241a08d1,REQUIRES_SKILL
job_e7bf21c3293048cb,skill_f2589afd60b83802,REQUIRES_SKILL
job_e7bf21c3293048cb,skill_1c5f2f96cec5aaf0,REQUIRES_SKILL
job_e7bf21c3293048cb,skill_9863591b9373e7a8,REQUIRES_SKILL
job_e7bf21c3293048cb,skill_6a15e1ca69011755,REQUIRES_SKILL
job_e7bf21c3293048cb,skill_cb771886febe3bf8,REQUIRES_SKILL
job_cd2fec21f8eb7370,skill_faa50dbad24fa01f,REQUIRES_SKILL
job_cd2fec21f8eb7370,skill_1896ae3d73ff1ade,REQUIRES_SKILL
job_cd2fec21f8eb7370,skill_a8d652cceb8ac02f,REQUIRES_SKILL
job_cd2fec21f8eb7370,skill_600627e068e82b76,REQUIRES_SKILL
job_cd2fec21f8eb7370,skill_9af4fb0a80ca7ecf,REQUIRES_SKILL
job_cd2fec21f8eb7370,skill_97d69285cd12046c,REQUIRES_SKILL
job_cd2fec21f8eb7370,skill_763f42bdd1f315cb,REQUIRES_SKILL
job_cd2fec21f8eb7370,skill_6077a7d96628049a,REQUIRES_SKILL
job_cd2fec21f8eb7370,skill_0caa44e6cadf3515,REQUIRES_SKILL
job_3a5fa7768ca17150,skill_fb5022cc6bb61006,REQUIRES_SKILL
job_3a5fa7768ca17150,skill_f559bcf8541a0de8,REQUIRES_SKILL
job_3a5fa7768ca17150,skill_89bc2a21c778b36d,REQUIRES_SKILL
job_3a5fa7768ca17150,skill_8bf303c0021ce5bb,REQUIRES_SKILL
job_3a5fa7768ca17150,skill_06b8d69f629f8c67,REQUIRES_SKILL
job_3a5fa7768ca17150,skill_e254c22db8ac7887,REQUIRES_SKILL
job_3a5fa7768ca17150,skill_5304da0de4465588,REQUIRES_SKILL
job_3a5fa7768ca17150,skill_37f245dcbf41ca6e,REQUIRES_SKILL
